"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000012179","1.0","0000000965","PHIL","This seminar introduces students to the discipline of philosophy by focusing on psychological issues related to moral behavior. Students study those states of mind and character that are thought to constitute moral (or evil) character and produce moral (or evil) actions, relationships and societies. Guilt, shame, humility, self-respect; sympathy, compassion, caring, anger; truthfulness, courage, self-knowledge: what are these states? And what influence does their presence or absence have on human relationships and society?","17","","","","","Jeanine Grenberg","","S","100","19","Moral Psychology","119","{'day': 'Mo', 'end': '10:00', 'location': 'HH 516', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'HH 516', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'HH 516', 'start': '09:05'}","False","False","A","3","","","C","20053","","Research","2005"
"0000012180","1.0","0000000965","PHIL","This seminar introduces students to the discipline of philosophy by focusing on psychological issues related to moral behavior. Students study those states of mind and character that are thought to constitute moral (or evil) character and produce moral (or evil) actions, relationships and societies. Guilt, shame, humility, self-respect; sympathy, compassion, caring, anger; truthfulness, courage, self-knowledge: what are these states? And what influence does their presence or absence have on human relationships and society?","15","","","","","Jeanine Grenberg","","S","100","19","Moral Psychology","119","{'day': 'Mo', 'end': '11:40', 'location': 'HH 516', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'HH 516', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'HH 516', 'start': '10:45'}","False","False","B","3","","","C","20053","","Research","2005"
"0000012181","1.0","0000000970","PHIL","This course surveys the origins and development of Western Philosophy from the pre-Socratics to some Medieval attempts to synthesize the Greek philosophical tradition and the Judeo-Christian religious heritage. Students encounter pre-Socratics, Plato, Aristotle, Stoics, Epicureans, Skeptics, Plotinus, Augustine, Anselm and Aquinas, usually through primary texts.","26","","","","","Vicki L. Harper","","S","200","19","Ancient & Medieval","235","{'day': 'Tu', 'end': '13:10', 'location': 'HH 516', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'HH 516', 'start': '12:45'}","False","False","A","3","","","C","20053","Ancient and Medieval Philosophy","Research","2005"
"0000012182","1.0","0000000970","PHIL","This course surveys the origins and development of Western Philosophy from the pre-Socratics to some Medieval attempts to synthesize the Greek philosophical tradition and the Judeo-Christian religious heritage. Students encounter pre-Socratics, Plato, Aristotle, Stoics, Epicureans, Skeptics, Plotinus, Augustine, Anselm and Aquinas, usually through primary texts.","19","","","","","Vicki L. Harper","","S","200","19","Ancient & Medieval","235","{'day': 'Mo', 'end': '14:55', 'location': 'HH 516', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'HH 516', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'HH 516', 'start': '14:00'}","False","False","B","3","","","C","20053","Ancient and Medieval Philosophy","Research","2005"
"0000012183","1.0","0000000972","PHIL","Students explore propositional and predicate logic developed in a philosophical context with attention to such issues as truth and knowledge in logic and mathematics, the existence of abstract entities, paradoxes, multi-valued logics and the use of logic in philosophy. Offered every year.","25","","","","","Vicki L. Harper","","S","200","25","Formal Logic & Phil","240","{'day': 'Mo', 'end': '12:45', 'location': 'BMC 101', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'BMC 101', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'BMC 101', 'start': '11:50'}","False","False","","3","","","C","20053","Formal Logic and Philosophy","Research","2005"
"0000012184","1.0","0000000974","PHIL","Contemplating art in relation to aesthetic as well as religious and moral values, students address such issues as the nature of creation and creativity, the character of visual metaphor and the meaning of selected historical and contemporary works of art. While developing a more informed appreciation of aesthetic properties of art, students analyze major texts in philosophy of art and art criticism.","40","","","","","Charles Taliaferro","","S","200","25","Aesthetics","243","{'day': 'Tu', 'end': '13:10', 'location': 'SH 002', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'SH 002', 'start': '12:45'}","False","False","","3","","","C","20053","","Research","2005"
"0000012185","1.0","0000000975","PHIL","Students examine concepts fundamental to the practice of natural science such as scientific method, theory, objectivity, observation, confirmation and explanation. Students engage political or civic controversies that turn on the scientific status of particular practices in order to articulate an understanding of scientific practice necessary for the informed citizen. Such controversies include creationism, global warming and repressed memory syndrome.","23","","","","","Corliss Swain","","S","200","25","Philosophy & Science","244","{'day': 'Mo', 'end': '13:50', 'location': 'HH 516', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'HH 516', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'HH 516', 'start': '12:55'}","False","False","","3","","","C","20053","Philosophy and Science","Research","2005"
"0000012186","1.0","0000000976","PHIL","Students examine feminist approaches to and critiques of aspects of contemporary culture that shape women's lives. These may include conventional morality, science, education, art, medicine, law, religion and social institutions such as marriage and political institutions. Students critically examine historical or contemporary philosophical views that underlie as well as those that challenge these institutions, including views of human nature, gender, rationality, knowledge, morality, justice and the value of autonomy.","13","","","","","Karen Gervais","","S","200","25","Philosophy & Feminism","245","{'day': 'Tu', 'end': '09:25', 'location': 'HH 413', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'HH 413', 'start': '08:00'}","False","False","","3","","","O","20053","Philosophy and Feminism","Research","2005"
"0000012187","1.0","0000000979","PHIL","Students examine main Western ethical perspectives and how they apply to selected contemporary moral concerns. Theoretical issues include rights, duties, virtue, hedonism, egoism, the good life, ethics and theology, the fact-value distinction, relativism and pluralism. Students discuss current topics such as economic justice, death, friendship, animal rights, censorship, racism, privacy, reproductive ethics and environmental ethics.","17","","","","","Jennifer C. Manion","","S","200","25","Ethics/The Good Life","252","{'day': 'Tu', 'end': '13:10', 'location': 'OM 035', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'OM 035', 'start': '12:45'}","False","False","A","3","","","O","20053","Ethics and the Good Life","Research","2005"
"0000012188","1.0","0000000979","PHIL","Students examine main Western ethical perspectives and how they apply to selected contemporary moral concerns. Theoretical issues include rights, duties, virtue, hedonism, egoism, the good life, ethics and theology, the fact-value distinction, relativism and pluralism. Students discuss current topics such as economic justice, death, friendship, animal rights, censorship, racism, privacy, reproductive ethics and environmental ethics.","21","","","","","Jennifer C. Manion","","S","200","25","Ethics/The Good Life","252","{'day': 'Tu', 'end': '14:45', 'location': 'OM 035', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'OM 035', 'start': '14:15'}","False","False","B","3","","","O","20053","Ethics and the Good Life","Research","2005"
"0000012189","1.0","0000000980","PHIL","Students identify moral questions the state should answer in order to govern well and then consider a broad historical range of answers. Topics include natural law and natural rights, the rise of liberalism, the relation between liberalism and moral scepticism, contemporary critiques of liberalism, the rise of legal positivism, the privatization of moral and religious values and the conflict between individual rights and the common good.","23","","","","","Anthony J. Rudd","","S","200","25","Law,Politics,Morality","254","{'day': 'Mo', 'end': '13:50', 'location': 'OM 011', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'OM 011', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'OM 011', 'start': '12:55'}","False","False","A","3","","","O","20053","Law, Politics, and Morality","Research","2005"
"0000012191","1.0","0000000981","PHIL","Moral issues concerning friendship and love are analyzed from the perspective of various theories of value. Issues may include friendship and the moral life, exploitative versus fulfilling relationships, the conflict between altruism and self-love, forgiveness, reconciliation and civic friendship. Since loving is itself a form of valuing, value theory is approached by investigating philosophical and theological works concerning the basic types of love: philia, eros and agape. Students are introduced to normative ethical theories.","25","","","","","Corliss Swain","","S","200","25","Friendship Love/Gd Lf","256","{'day': 'Mo', 'end': '11:40', 'location': 'HH 302', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'HH 302', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'HH 302', 'start': '10:45'}","False","False","","3","","","O","20053","Friendship, Love, and the Good Life","Research","2005"
"0000012192","1.0","0000000982","PHIL","Valuing nature raises significant philosophical and ethical issues. Students consider the nature of animal life, the character and control of pollution, the conflict between preservationism and conservationism, corporate responsibility for the eco-crisis, the use of economic categories to assess wilderness areas and endangered species, the conflict between eco-holism and individualism and the philosophy of wilderness management.","44","","","","","Charles Taliaferro","","S","200","25","Environmental Ethics","257","{'day': 'Tu', 'end': '11:00', 'location': 'SH 002', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'SH 002', 'start': '09:30'}","False","False","A","3","","","C","20053","","Research","2005"
"0000012193","1.0","0000000982","PHIL","Valuing nature raises significant philosophical and ethical issues. Students consider the nature of animal life, the character and control of pollution, the conflict between preservationism and conservationism, corporate responsibility for the eco-crisis, the use of economic categories to assess wilderness areas and endangered species, the conflict between eco-holism and individualism and the philosophy of wilderness management.","44","","","","","Charles Taliaferro","","S","200","22","Environmental Ethics","257","{'day': 'Tu', 'end': '14:45', 'location': 'SH 002', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'SH 002', 'start': '14:15'}","False","False","B","3","","","C","20053","","Research","2005"
"0000012194","1.0","0000000985","PHIL","","0","","","","","Staff","","S","200","999","Academic Internship","294","","True","False","","3","","","O","20053","","Research","2005"
"0000012195","1.0","0000000986","PHIL","","0","","","","","Staff","","S","200","999","IS/","298","","False","False","","3","","","O","20053","Independent Study","Research","2005"
"0000012196","1.0","0000000989","PHIL","Students examine classical issues in ethics and theory of value: the nature of moral judgments; theories of moral obligation and value; the concept of moral responsibility; and the relation of morality to science, religion and law. Prerequisite: two courses in philosophy, one of which must be either 235 or 236, or permission of the department chair.","14","","","","","Edward Langerak","","S","300","15","Sem: Eth/Theory/Value","373","{'day': 'Tu', 'end': '14:45', 'location': 'HH 516', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'HH 516', 'start': '14:15'}","False","two courses in philosophy, one of which must be either 235 or 236, or permission of the department chair.","","3","","","C","20053","Studies in Ethics and Theory of Value","Seminar","2005"
"0000012197","1.0","0000000992","PHIL","","0","","","","","Staff","","S","300","999","Academic Internship","394","","True","False","","3","","","O","20053","","Research","2005"
"0000012198","1.0","0000000993","PHIL","Prerequisite: one Level III course in philosophy.","2","","","","","Vicki L. Harper","","S","300","999","IR/Modal Logic","398","","False","one Level III course in philosophy.","","3","","","O","20053","Independent Research","Research","2005"
"0000012199","1.0","0000000994","PHIL","Intended as a capstone course for the major, the seminar studies a selected topic, figure or movement in philosophy, with emphasis on student presentations in class. Consult department's prospectus for details. Prerequisite: upper level philosophy major or consent of instructor. Offered every year.","10","","","","","Anthony J. Rudd","","S","300","15","Sem: Free Will","399","{'day': 'Mo', 'end': '10:00', 'location': 'HH 515', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'HH 515', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'HH 515', 'start': '09:05'}","False","upper level philosophy major or consent of instructor. Offered every year.","","3","","","O","20053","Seminar","Seminar","2005"
"0000012200","0.25","0000000996","PEAC","Beginning level archers learn shooting skills. Students have opportunities for shooting both recurve and compound bows.","24","","","","","William Thornton","","S","100","24","Archery","101","{'day': 'Mo', 'end': '08:55', 'location': 'SAC_FH', 'start': '08:00'};{'day': 'We', 'end': '08:55', 'location': 'SAC_FH', 'start': '08:00'};{'day': 'Fr', 'end': '08:55', 'location': 'SAC_FH', 'start': '08:00'}","False","False","","3","","","O","20053","","Research","2005"
